plate,status,entry_time,exit_time,duration_minutes,fee,payment_method,entry_camera,exit_camera,user_name,session_uuid
۲۸ی۹۸۳-۱۷,waived,2026-07-25T07:49:30.224595+00:00,2026-07-25T08:19:00.074182+00:00,29,15833,waived,entry,exit,,7456efe4-53f5-432a-8f53-d318e5682a05
۵۷ی۴۸۴-۱۷,waived,2026-07-25T07:48:52.407174+00:00,2026-07-25T20:18:49.856686+00:00,749,0,waived,entry,,,6a5746a5-90db-4521-bf0c-8f21bc257743
۵۲س۵۵۳-۱۷,waived,2026-07-25T07:46:36.861862+00:00,2026-07-25T20:18:49.856686+00:00,752,0,waived,entry,,,4a089d34-60c8-4991-926b-db5c6c958e4a
۲۲ی۵۶۱-۱۷,waived,2026-07-25T07:46:08.309771+00:00,2026-07-25T08:37:27.879982+00:00,51,34166,waived,entry,exit,,af9e36b7-a9cb-4294-aa01-617f8d6dba8d
۸۲ی۲۹۷-۶۰,waived,2026-07-25T07:45:21.874679+00:00,2026-07-25T09:09:25.569364+00:00,84,61666,waived,entry,exit,,35d56340-82f3-4b4e-a5a8-0b3b655126ae
۵۷ی۴۸۴-۱۷,waived,2026-07-25T07:43:02.417884+00:00,2026-07-25T20:18:49.856686+00:00,755,0,waived,entry,,,69dfc6f2-d267-4348-a138-f1a8f9a8a81d
۴۵م۵۳۶-۱۷,waived,2026-07-25T07:42:58.071789+00:00,2026-07-25T08:29:23.441927+00:00,46,30000,waived,entry,exit,,49188f10-8b19-4d5b-868a-9e2811b14c57
۹۴د۹۷۷-۱۷,waived,2026-07-25T07:42:42.788771+00:00,2026-07-25T20:18:49.856686+00:00,756,0,waived,entry,,,7b2f8e97-7d82-4e68-9e49-8db3e15405df
۷۹ج۷۱۹-۱۷,waived,2026-07-25T07:38:53.516258+00:00,2026-07-25T20:18:49.856686+00:00,759,0,waived,entry,,,68a4a856-4e0d-4824-8284-5664ccd77605
۱۵ج۵۲۹-۱۷,waived,2026-07-25T07:38:35.587214+00:00,2026-07-25T08:07:05.012304+00:00,28,15000,waived,entry,exit,,6c5f7040-ec6c-4d91-bcda-8adddb2ba137
۳۲ی۸۹۲-۱۷,waived,2026-07-25T07:38:11.499974+00:00,2026-07-25T20:18:49.856686+00:00,760,0,waived,entry,,,85874b39-333a-4849-a866-34ff020a1e8c
۷۹ل۴۱۴-۱۷,waived,2026-07-25T07:38:06.991024+00:00,2026-07-25T20:18:49.856686+00:00,760,0,waived,entry,,,6c72ab42-a4ba-4431-9b54-86e880f8e662
۹۹د۲۱۵-۱۷,waived,2026-07-25T07:37:40.424213+00:00,2026-07-25T20:18:49.856686+00:00,761,0,waived,entry,,,806446d9-d8ac-4eff-810a-e27935e2f954
۴۸ق۹۷۵-۱۷,waived,2026-07-25T07:36:25.114889+00:00,2026-07-25T20:18:49.856686+00:00,762,0,waived,entry,,,a2e17b3e-f8e6-4bb0-9b35-6b0713e283b3
۶۱ه۴۷۴-۱۷,waived,2026-07-25T07:35:18.450373+00:00,2026-07-25T20:18:49.856686+00:00,763,0,waived,entry,,,f3ae95c4-928c-415b-9b7b-57271ed93e60
۸۸ج۳۴۳-۱۷,waived,2026-07-25T07:32:58.793519+00:00,2026-07-25T08:09:56.212735+00:00,36,21666,waived,entry,exit,,f0eb6eeb-b61e-4e5d-b4f1-1e7629471c4f
۲۵ی۳۹۴-۱۷,waived,2026-07-25T07:32:54.286708+00:00,2026-07-25T20:18:49.856686+00:00,765,0,waived,entry,,,140294b0-a5ed-43ab-9db6-e08edfa469e4
۶۸ی۱۵۹-۱۷,waived,2026-07-25T07:32:41.097024+00:00,2026-07-25T10:04:53.698777+00:00,152,118333,waived,entry,exit,,9d1f3f00-9c2d-4e6e-94c1-7f9f2d9f8b8e
۹۹د۲۱۵-۱۷,waived,2026-07-25T07:31:52.683054+00:00,2026-07-25T20:18:49.856686+00:00,766,0,waived,entry,,,26567563-053c-40c0-ae78-aa144a527304
۶۱ه۹۴۶-۱۷,waived,2026-07-25T07:28:45.928242+00:00,2026-07-25T20:18:49.856686+00:00,770,0,waived,entry,,,00b2dd9b-1110-4129-8a63-202e0a6cef0c
۱۳س۳۴۳-۱۷,waived,2026-07-25T07:28:07.785918+00:00,2026-07-25T08:18:52.320391+00:00,50,33333,waived,entry,exit,,85a0f05c-7783-4cd0-8945-167b68fa67e9
۴۱ن۵۱۲-۱۷,waived,2026-07-25T07:24:38.326700+00:00,2026-07-25T07:59:12.424393+00:00,34,20000,waived,entry,exit,,ecbb0ff9-694b-423f-948f-107468b81eca
۹۲م۸۲۴-۱۷,waived,2026-07-25T07:24:04.728950+00:00,2026-07-25T11:50:31.039389+00:00,266,213333,waived,entry,exit,,a25c4fcd-acd4-49db-8721-3a765f094b46
۷۲ه۱۱۱-۲۲,waived,2026-07-25T07:23:00.716239+00:00,2026-07-25T20:18:49.856686+00:00,775,0,waived,entry,,,58c95e52-07b3-499f-acbd-69d293b71b41
۷۴ه۸۶۱-۱۷,waived,2026-07-25T07:22:58.431301+00:00,2026-07-25T20:18:49.856686+00:00,775,0,waived,entry,,,47e8670a-7f5c-45e4-9b83-1124b67eec24
۴۱ق۷۷۴-۲۲,waived,2026-07-25T07:22:34.524784+00:00,2026-07-25T20:18:49.856686+00:00,776,0,waived,entry,,,b74e3432-c15e-49a5-aa88-c899a4741a0b
۳۴ی۷۲۱-۱۷,waived,2026-07-25T07:21:43.894859+00:00,2026-07-25T20:18:49.856686+00:00,777,0,waived,entry,,,04f8d78a-26bb-45c1-bf31-21d8458355fd
۸۵ه۵۳۵-۳۵,waived,2026-07-25T07:21:17.440100+00:00,2026-07-25T20:18:49.856686+00:00,777,0,waived,entry,,,abffae0b-64b4-47bc-9af4-f7671590d0cc
۸۵د۹۸۶-۱۷,waived,2026-07-25T07:19:35.906034+00:00,2026-07-25T07:33:04.085814+00:00,13,2500,waived,entry,exit,,38207bb0-dab4-446d-8c79-6a868fe0a25f
۶۷ل۸۹۲-۱۷,waived,2026-07-25T07:18:13.575150+00:00,2026-07-25T08:20:44.853822+00:00,62,43333,waived,entry,exit,,06cd3790-9810-4127-9678-0e382af75c7d
۵۸ی۹۶۲-۱۷,waived,2026-07-25T07:18:00.692184+00:00,2026-07-25T09:22:15.838093+00:00,124,95000,waived,entry,exit,,a9f9ffd8-f964-42ae-892d-fe72607cb1d1
۶۱ی۶۷۳-۱۷,waived,2026-07-25T07:16:58.333297+00:00,2026-07-25T09:09:38.671719+00:00,112,85000,waived,entry,exit,,43a48009-4b64-488c-9f4f-e1b06762aa08
۱۱ق۴۷۳-۱۷,waived,2026-07-25T07:16:29.975152+00:00,2026-07-25T08:32:56.817902+00:00,76,55000,waived,entry,exit,,9dec0be7-a11c-4730-af23-c0109642b902
۳۴و۹۶۲-۱۷,waived,2026-07-25T07:16:08.135718+00:00,2026-07-25T20:18:49.856686+00:00,782,0,waived,entry,,,d1377805-9af4-4275-a8fa-f00ceb2b2e38
۱۷ل۴۶۴-۱۷,waived,2026-07-25T07:15:55.036941+00:00,2026-07-25T20:18:49.856686+00:00,782,0,waived,entry,,,44b925f5-a53b-4b44-9b89-44c3a4028016
۱۷۲۸۶-۱۷,waived,2026-07-25T07:15:19.459883+00:00,2026-07-25T20:18:49.856686+00:00,783,0,waived,entry,,,0f45bfd0-a75b-4054-936a-413a60dc6930
۵۲د۵۴۲-۱۷,waived,2026-07-25T07:11:48.094332+00:00,2026-07-25T20:18:49.856686+00:00,787,0,waived,entry,,,abd9c3cb-b7ff-43a1-8c17-b0b54ba2962f
۱۱م۵۷۱-۲۷,waived,2026-07-25T07:11:21.772104+00:00,2026-07-25T07:17:51.611665+00:00,6,0,waived,entry,exit,,d9f2174f-deec-4b5f-829d-8392e245e5c3
۹۳و۲۷۳-۱۷,waived,2026-07-25T07:09:57.466847+00:00,2026-07-25T07:13:41.800913+00:00,3,0,waived,entry,exit,,debd78f2-e427-431f-bcbd-54c3fa8ee94d
۳۲ص۴۸۸-۱۷,waived,2026-07-25T07:09:35.580600+00:00,2026-07-25T08:56:38.641944+00:00,107,80833,waived,entry,exit,,a8b6d7ef-f538-4fdb-ab1d-569ab2545cca
۹۷ط۳۴۱-۱۷,waived,2026-07-25T07:07:53.772097+00:00,2026-07-25T20:18:49.856686+00:00,790,0,waived,entry,,,c4d1f383-cd91-482f-be48-5e8117085efc
۷۵و۶۴۹-۱۷,waived,2026-07-25T07:07:47.006054+00:00,2026-07-25T08:25:36.099495+00:00,77,55833,waived,entry,exit,,a35dcf9a-194f-4d45-aae7-54aa59cbaf2c
۱۷ل۴۶۴-۱۷,waived,2026-07-25T07:07:20.664820+00:00,2026-07-25T20:18:49.856686+00:00,791,0,waived,entry,,,0621d3b5-0095-4da2-a784-59993df6e0ae
۷۶د۵۱۴-۲۷,waived,2026-07-25T07:03:38.316840+00:00,2026-07-25T07:08:18.698884+00:00,4,0,waived,entry,exit,,784d5378-8bba-4d24-ae3f-ed360fd34adf
۸۲ق۷۴۲-۳۵,waived,2026-07-25T07:02:18.055093+00:00,2026-07-25T11:38:22.546735+00:00,276,221666,waived,entry,exit,,46f49117-72d8-421a-8a64-cbbabe16bea5
۲۲و۳۴۹-۱۷,waived,2026-07-25T06:59:59.395185+00:00,2026-07-25T20:18:49.856686+00:00,798,0,waived,entry,,,c0921f64-11c0-42e8-ae10-40c0b93fc3d6
۸۸ج۳۴۳-۱۷,waived,2026-07-25T06:59:35.573534+00:00,2026-07-25T07:20:31.746708+00:00,20,8333,waived,entry,exit,,16934cc5-0447-4afb-9b4a-f3c01ac0fa63
۴۳د۱۸۴-۳۷,waived,2026-07-25T06:55:26.032769+00:00,2026-07-25T08:10:05.649295+00:00,74,53333,waived,entry,exit,,982f283e-a88d-4693-ad06-d95fef0634fd
۸۳ن۹۴۸-۱۷,waived,2026-07-25T06:54:39.911900+00:00,2026-07-25T07:04:34.202370+00:00,9,0,waived,entry,exit,,e3c85f1a-35f1-4527-a731-27a7e1cf1ecb
۳۴ب۹۵۳-۱۷,waived,2026-07-25T06:53:33.591268+00:00,2026-07-25T07:29:55.491911+00:00,36,21666,waived,entry,exit,,b44e3f71-6fb3-4190-a302-c0974d4ab880
۲۴ه۵۹۶-۱۷,waived,2026-07-25T06:53:18.378405+00:00,2026-07-25T08:32:43.385821+00:00,99,74166,waived,entry,exit,,f8ee41f4-8b79-481e-9592-c9a36a230cac
۱۹و۱۸۱-۱۷,waived,2026-07-25T06:52:16.761488+00:00,2026-07-25T06:56:52.144674+00:00,4,0,waived,entry,exit,,ba1a3683-abcb-4c53-8d45-a4dd1c91a62b
۶۲ی۹۹۳-۱۷,waived,2026-07-25T06:51:25.971363+00:00,2026-07-25T20:18:49.856686+00:00,807,0,waived,entry,,,cc33115b-b7cc-4a84-a952-7192f43389ec
۱۱ل۳۴۷-۱۷,waived,2026-07-25T06:50:28.467914+00:00,2026-07-25T07:01:54.625806+00:00,11,833,waived,entry,exit,,5cf8baab-230a-4fa6-a511-53610998d45a
۵۵س۹۵۱-۱۷,waived,2026-07-25T06:50:21.220443+00:00,2026-07-25T20:18:49.856686+00:00,808,0,waived,entry,,,9e32267a-abb7-45e1-959b-8ffc99fd01ab
۹۷و۲۳۳-۱۷,waived,2026-07-25T06:50:01.806658+00:00,2026-07-25T20:18:49.856686+00:00,808,0,waived,entry,,,dc45aff1-a8ef-44b3-97d2-83004409f84b
۸۳ط۱۴۹-۳۷,waived,2026-07-25T06:49:55.171426+00:00,2026-07-25T08:15:05.592072+00:00,85,62500,waived,entry,exit,,505c1049-9dd4-40ce-91f9-a43a44a00b4a
۴۹ل۶۷۵-۱۷,waived,2026-07-25T06:45:49.251621+00:00,2026-07-25T07:44:32.073481+00:00,58,40000,waived,entry,exit,,fa39a334-556f-4b8e-9f75-b79958042cb8
۲۶ق۴۹۷-۱۷,waived,2026-07-25T06:43:38.655040+00:00,2026-07-25T06:47:15.340676+00:00,3,0,waived,entry,exit,,a6f60eca-8325-45d8-b3d4-4aa3bf37ef54
۹۸ج۵۹۹-۱۷,waived,2026-07-25T06:43:31.496700+00:00,2026-07-25T20:18:49.856686+00:00,815,0,waived,entry,,,b7d207cc-df04-49a9-9536-a660dcfe96ed
۴۹ب۵۶۴-۹۷,waived,2026-07-25T06:39:27.133416+00:00,2026-07-25T20:18:49.856686+00:00,819,0,waived,entry,,,f93c7ac3-67a2-4fa7-b487-f501f4eed91f
۷۳و۴۹۴-۱۷,waived,2026-07-25T06:38:08.970781+00:00,2026-07-25T10:39:05.911475+00:00,240,191666,waived,entry,exit,,5e1052bf-c41d-4ffc-b776-cfee390e3fd4
۱۱ن۶۹۴-۲۷,waived,2026-07-25T06:36:23.160062+00:00,2026-07-25T08:09:14.953114+00:00,92,68333,waived,entry,exit,,817363c1-f725-4df6-b89d-2592916cd38b
۴۲ج۷۹۸-۲۵,waived,2026-07-25T06:36:16.366926+00:00,2026-07-25T20:18:49.856686+00:00,822,0,waived,entry,,,c4623102-c89a-4de4-93a1-5dbb03f8bc41
۲۴ی۷۷۹-۱۷,waived,2026-07-25T06:36:03.262896+00:00,2026-07-25T06:38:46.871027+00:00,2,0,waived,entry,exit,,c5d41290-a3f4-409f-b993-3315051bc9c1
۸۵ه۵۳۵-۳۵,waived,2026-07-25T06:35:21.296357+00:00,2026-07-25T20:18:49.856686+00:00,823,0,waived,entry,,,810c3b6e-918f-4d47-8ec9-9adafeffc096
۵۱ی۲۱۷-۱۷,waived,2026-07-25T06:27:40.378943+00:00,2026-07-25T20:18:49.856686+00:00,831,0,waived,entry,,,6cb6c9ec-529f-459c-a7d8-89abcf0c5c64
۲۵ی۹۲۶-۱۷,waived,2026-07-25T06:25:24.816284+00:00,2026-07-25T06:52:40.731942+00:00,27,14166,waived,entry,exit,,599b20f6-60f9-425b-9750-9a3de7199d3b
۹۴ل۳۵۳-۱۷,waived,2026-07-25T06:23:07.087802+00:00,2026-07-25T15:08:41.153402+00:00,525,400000,waived,entry,exit,,28872824-b8cc-41f3-990a-8a120c3b157d
۱۷س۳۲۶-۱۷,waived,2026-07-25T06:20:51.795465+00:00,2026-07-25T06:24:07.656539+00:00,3,0,waived,entry,exit,,f2bbc2c6-b1eb-49e5-817d-2de708d9bdfa
۸۸ج۳۷۵-۱۷,waived,2026-07-25T06:18:58.724838+00:00,2026-07-25T20:18:49.856686+00:00,839,0,waived,entry,,,e8c8daa4-12bb-45b9-9a83-45a12dfe8a82
۸۵ی۲۹۸-۱۷,waived,2026-07-25T06:18:45.545891+00:00,2026-07-25T10:04:00.930647+00:00,225,179166,waived,entry,exit,,b32fee55-84a8-4a23-a0b6-b59aa599fa54
۲۶د۷۵۸-۱۷,waived,2026-07-25T06:16:54.948343+00:00,2026-07-25T20:18:49.856686+00:00,841,0,waived,entry,,,5b6b5630-bc8d-47ff-8e36-050fe5fd7df6
۲۱ل۸۲۱-۱۷,waived,2026-07-25T06:16:50.307328+00:00,2026-07-25T20:18:49.856686+00:00,841,0,waived,entry,,,81adcc77-fac1-4dd0-9750-26d2bf50f807
۵۸م۴۵۲-۱۷,waived,2026-07-25T06:16:14.673244+00:00,2026-07-25T20:18:49.856686+00:00,842,0,waived,entry,,,932bc2d4-d2c1-4b83-ae8f-326dd540f0df
۶۳ل۱۶۸-۱۷,waived,2026-07-25T06:15:12.760487+00:00,2026-07-25T07:57:02.574369+00:00,101,75833,waived,entry,exit,,f46cca19-4788-4659-9773-3a45d231387e
۳۵ه۶۳۲-۱۷,waived,2026-07-25T06:12:28.348479+00:00,2026-07-25T14:08:38.078275+00:00,476,388333,waived,entry,exit,,95d05cd8-69ef-4749-abca-07c0e8f29478
۵۲د۵۴۲-۱۷,waived,2026-07-25T06:11:06.368614+00:00,2026-07-25T06:14:00.033966+00:00,2,0,waived,entry,exit,,9e16e8a4-8a98-47c1-814f-74475c383882
۹۲و۷۹۸-۱۷,waived,2026-07-25T06:08:12.989657+00:00,2026-07-25T07:27:11.048245+00:00,78,56666,waived,entry,exit,,e16a71ed-e445-4201-aa98-335f3e75f85e
۵۲و۷۶۶-۱۷,waived,2026-07-25T06:07:15.893239+00:00,2026-07-25T20:18:49.856686+00:00,851,0,waived,entry,,,1f978f18-89c1-4e1e-b5a9-f022e805a62c
۹۲ی۶۳۱-۱۷,waived,2026-07-25T06:07:08.970063+00:00,2026-07-25T11:27:09.908622+00:00,320,258333,waived,entry,exit,,de8eca34-8a3e-4ebd-8493-f7967cf74c0b
۶۴س۷۳۴-۱۵,waived,2026-07-25T06:05:55.977153+00:00,2026-07-25T20:18:49.856686+00:00,852,0,waived,entry,,,f0e500cd-0440-4534-93a1-ca1173f9274b
۳۷ی۶۵۶-۱۷,waived,2026-07-25T06:05:49.085505+00:00,2026-07-25T12:21:07.288388+00:00,375,304166,waived,entry,exit,,ee95d06d-c691-44ef-bb3f-1e1523051fa6
۷۷ص۵۳۱-۱۷,waived,2026-07-25T06:05:35.994031+00:00,2026-07-25T06:25:22.727225+00:00,19,7500,waived,entry,exit,,3bc0b31e-9441-41cb-bc90-51248429973f
۲۹م۸۳۳-۸۸,waived,2026-07-25T06:04:51.710975+00:00,2026-07-25T06:15:59.346666+00:00,11,833,waived,entry,exit,,f4360572-c145-46a2-b4f5-4bc60d7216b5
۳۳س۷۷۱-۱۷,waived,2026-07-25T06:03:31.878543+00:00,2026-07-25T20:18:49.856686+00:00,855,0,waived,entry,,,65501b74-8894-4b2d-a0a6-59e01aa69e15
۴۵ن۲۶۹-۲۵,waived,2026-07-25T06:02:03.144178+00:00,2026-07-25T20:18:49.856686+00:00,856,0,waived,entry,,,3e8284cb-311c-4771-8113-b673b63f1520
۵۸د۴۹۵-۱۷,waived,2026-07-25T06:00:07.481338+00:00,2026-07-25T11:03:00.712960+00:00,302,243333,waived,entry,exit,,956b7a4a-6461-4034-84dc-618e2054de18
۲۲ی۳۷۷-۱۷,waived,2026-07-25T05:59:14.268805+00:00,2026-07-25T20:18:49.856686+00:00,859,0,waived,entry,,,00472edb-27cd-43e2-9c83-8ea72f3b18cf
۹۶ب۱۷۶-۱۷,waived,2026-07-25T05:54:22.853548+00:00,2026-07-25T20:18:49.856686+00:00,864,0,waived,entry,,,285c16fd-61d7-43f2-91fd-8aa9c4032544
۷۴د۶۵۱-۱۷,waived,2026-07-25T05:51:42.700638+00:00,2026-07-25T20:18:49.856686+00:00,867,0,waived,entry,,,fe7c748f-ffe3-4a6b-9aa3-d638bc50faac
۳۷د۹۲۲-۳۷,waived,2026-07-25T05:50:42.733283+00:00,2026-07-25T07:07:24.455275+00:00,76,55000,waived,entry,exit,,73607d60-764c-403f-bdcf-73a25722259a
۳۳ل۲۴۲-۱۷,waived,2026-07-25T05:50:34.049440+00:00,2026-07-25T07:28:56.965019+00:00,98,73333,waived,entry,exit,,fbe7e69e-8cb3-46df-87c0-bc549240c9a6
۷۹س۴۶۳-۱۷,waived,2026-07-25T05:50:09.706604+00:00,2026-07-25T06:34:36.530115+00:00,44,28333,waived,entry,exit,,b00a76c9-88e5-4d30-a74f-9dfb25908eb4
۶۷و۴۳۴-۱۷,waived,2026-07-25T05:47:40.753327+00:00,2026-07-25T20:18:49.856686+00:00,871,0,waived,entry,,,0c209174-1f94-4732-bdb1-abc5471f2adb
۵۳ق۷۷۴-۳۷,waived,2026-07-25T05:47:36.270215+00:00,2026-07-25T20:18:49.856686+00:00,871,0,waived,entry,,,386b0043-439e-428b-8e29-0bf5d7bf5a0d
۵۱ی۲۵۷-۱۷,waived,2026-07-25T05:46:25.558956+00:00,2026-07-25T20:18:49.856686+00:00,872,0,waived,entry,,,1ec6a7e2-59a2-4fd6-b657-55cc5adcaba8
۸۹ی۶۸۷-۱۵,waived,2026-07-25T05:46:18.673819+00:00,2026-07-25T11:30:05.262931+00:00,343,277500,waived,entry,exit,,d746d3cc-0c51-4b6f-b8b1-11798d8b0284
۲۵ی۳۹۴-۱۷,waived,2026-07-25T05:45:38.908367+00:00,2026-07-25T20:18:49.856686+00:00,873,0,waived,entry,,,01e73832-c51c-412b-ac4c-26d2d8c3efd7
۴۱ی۹۷۷-۳۵,waived,2026-07-25T05:44:10.204439+00:00,2026-07-25T06:29:52.105886+00:00,45,29166,waived,entry,exit,,3c45cf3b-9fbd-4729-8a11-9e97db0bb005
۹۸ل۴۱۹-۱۷,waived,2026-07-25T05:41:43.147249+00:00,2026-07-25T10:45:32.330400+00:00,303,244166,waived,entry,exit,,35e3062a-0986-4f59-920a-efcfeeb06199
۹۸ی۲۱۴-۱۷,waived,2026-07-25T05:40:21.111770+00:00,2026-07-25T07:58:52.278829+00:00,138,106666,waived,entry,exit,,d04978af-51f2-4955-b88a-191669f0cf06
۳۱ل۹۵۱-۱۷,waived,2026-07-25T05:39:07.704321+00:00,2026-07-25T20:18:49.856686+00:00,879,0,waived,entry,,,2b87397a-8888-4d8c-bdd2-a754f26be67a
۶۲م۴۷۳-۱۷,waived,2026-07-25T05:36:27.840167+00:00,2026-07-25T14:58:14.523211+00:00,561,400000,waived,entry,exit,,7cd5e09f-d3ac-4a0a-b4b2-26e6fd916eb9
۸۹ص۸۹۶-۱۷,waived,2026-07-25T05:36:08.119296+00:00,2026-07-25T06:36:30.584005+00:00,60,41666,waived,entry,exit,,fba9c980-157d-4fb9-8a7e-be3feb72f579
۴۱ل۲۹۵-۱۷,waived,2026-07-25T05:33:20.045376+00:00,2026-07-25T10:18:30.565764+00:00,285,229166,waived,entry,exit,,d6202b41-0b94-4fa7-8b19-fc935c8e0327
۵۷ل۸۳۳-۱۷,waived,2026-07-25T05:31:46.685183+00:00,2026-07-25T05:40:32.500312+00:00,8,0,waived,entry,exit,,2d2230ab-8152-44cb-a448-5da5445d2bbd
۹۸و۷۶۷-۱۷,waived,2026-07-25T05:31:24.809215+00:00,2026-07-25T08:01:38.001713+00:00,150,116666,waived,entry,exit,,27444410-f5be-405f-982f-060c87a3fadb
۹۲ه۳۱۹-۱۷,waived,2026-07-25T05:31:00.514254+00:00,2026-07-25T05:33:15.042793+00:00,2,0,waived,entry,exit,,24a3600b-6607-4047-9a17-bcded0d0b2e6
۷۵ه۲۹۵-۱۷,waived,2026-07-25T05:29:20.359736+00:00,2026-07-25T05:54:06.707714+00:00,24,11666,waived,entry,exit,,1957a19f-d6f9-418e-bb0f-5ad5c331a7eb
۵۹و۴۷۴-۱۷,waived,2026-07-25T05:29:09.397942+00:00,2026-07-25T10:34:42.137476+00:00,305,245833,waived,entry,exit,,4142469d-f510-4a0a-b23f-248acdcec49f
۴۳ه۳۴۴-۱۷,waived,2026-07-25T05:26:27.228680+00:00,2026-07-25T05:30:28.754100+00:00,4,0,waived,entry,exit,,171e12e0-b92c-4aed-816e-9839fd1ac2ed
۲۹ی۹۴۸-۱۷,waived,2026-07-25T05:26:05.103213+00:00,2026-07-25T20:18:49.856686+00:00,892,0,waived,entry,,,07008bee-a46f-42b8-910f-730e17e688d4
۳۳ص۷۲۷-۱۷,waived,2026-07-25T05:25:14.437072+00:00,2026-07-25T20:18:49.856686+00:00,893,0,waived,entry,,,4183640b-1c8c-4a72-9494-8133cc7005a6
۶۸ب۹۴۷-۱۷,waived,2026-07-25T05:25:09.933443+00:00,2026-07-25T08:16:04.748260+00:00,170,133333,waived,entry,exit,,d2c2ef20-553b-458d-a26b-0b020ecf8639
۹۶ی۷۷۹-۱۷,waived,2026-07-25T05:24:07.624924+00:00,2026-07-25T08:57:07.730822+00:00,213,169166,waived,entry,exit,,f7c39f69-411e-4171-9816-3d7d15a9cc99
۱۱و۷۲۹-۱۷,waived,2026-07-25T05:23:36.922785+00:00,2026-07-25T05:51:07.480388+00:00,27,14166,waived,entry,exit,,a5498057-566b-4503-a9f4-bc2b1a2ad796
۷۸ی۸۵۸-۱۷,waived,2026-07-25T05:23:29.962058+00:00,2026-07-25T11:17:02.882779+00:00,353,285833,waived,entry,exit,,cf146464-c4e6-46da-b1a1-26bfa3b4993c
۴۳ه۳۴۴-۱۷,waived,2026-07-25T05:22:23.915264+00:00,2026-07-25T20:18:49.856686+00:00,896,0,waived,entry,,,9aa0d1b0-bd8c-4d81-942d-06bef62f3ab0
۴۲ه۳۴۴-۱۷,waived,2026-07-25T05:22:21.710385+00:00,2026-07-25T20:18:49.856686+00:00,896,0,waived,entry,,,a187a344-dcd8-49b6-90c8-77a2508f17ab
۷۸ق۲۴۶-۱۷,waived,2026-07-25T05:22:02.043492+00:00,2026-07-25T08:40:18.656448+00:00,198,156666,waived,entry,exit,,91b47f1c-c2a1-47b4-bd4c-8958dd6ec009
۳۷ج۸۹۱-۱۷,waived,2026-07-25T05:21:27.056472+00:00,2026-07-25T20:18:49.856686+00:00,897,0,waived,entry,,,22f3aeee-9ab8-409d-b4ab-3122e09c949b
۲۵ی۳۹۴-۱۷,waived,2026-07-25T05:21:22.845693+00:00,2026-07-25T20:18:49.856686+00:00,897,0,waived,entry,,,441572c8-0b7f-4582-9276-cbef38efbfd6
۵۴ق۷۹۳-۱۷,waived,2026-07-25T05:20:02.769856+00:00,2026-07-25T10:49:44.306228+00:00,329,265833,waived,entry,exit,,319d4f77-9493-49ba-8c1c-141457f82b4e
۵۳م۶۲۱-۱۷,waived,2026-07-25T05:19:25.532175+00:00,2026-07-25T05:36:47.878321+00:00,17,5833,waived,entry,exit,,7958d791-adf0-4c40-9288-50369cd5c4f1
۶۱ه۴۴۶-۱۷,waived,2026-07-25T05:16:28.503916+00:00,2026-07-25T06:59:49.109642+00:00,103,77500,waived,entry,exit,,57e675eb-8b56-49d9-a478-1051f17489ce
۳۴ق۷۳۴-۱۷,waived,2026-07-25T05:15:57.689371+00:00,2026-07-25T11:18:39.265846+00:00,362,293333,waived,entry,exit,,9b72375b-7ac3-4ed8-87dc-0f1ad4973a15
۴۱ص۸۴۷-۱۷,waived,2026-07-25T05:14:28.352846+00:00,2026-07-25T11:48:07.125365+00:00,393,319166,waived,entry,exit,,6d934fd2-f680-423b-b812-c11a4e0604e7
۲۲ب۱۹۹-۱۷,waived,2026-07-25T05:13:01.562916+00:00,2026-07-25T10:38:19.011341+00:00,325,262500,waived,entry,exit,,57cb9862-6262-451a-be6d-90a581d0f967
۸۹ب۹۴۴-۱۷,waived,2026-07-25T05:12:36.960612+00:00,2026-07-25T12:56:43.136661+00:00,464,378333,waived,entry,exit,,ff468eee-1ea5-4e18-9df1-be3b7886958a
۴۵ط۸۴۴-۱۷,waived,2026-07-25T05:12:30.183266+00:00,2026-07-25T20:18:49.856686+00:00,906,0,waived,entry,,,3c9784a1-bede-4a49-88b6-2fef0f3c61fc
۵۶ی۷۴۴-۱۷,waived,2026-07-25T05:12:10.060303+00:00,2026-07-25T05:15:24.926000+00:00,3,0,waived,entry,exit,,85b24691-c3f5-484c-8004-37f2453a76c0
۳۱ی۴۶۵-۱۷,waived,2026-07-25T05:09:45.023603+00:00,2026-07-25T07:26:28.485998+00:00,136,105000,waived,entry,exit,,e02df844-1f2b-4904-9ec3-ee40c07b0f6f
۵۱ن۹۹۷-۱۷,waived,2026-07-25T04:53:32.442405+00:00,2026-07-25T20:18:49.856686+00:00,925,0,waived,entry,,,782a7b4c-bc16-40e8-8f5a-ff523b100e1a
۸۲و۳۸۴-۱۷,waived,2026-07-25T04:50:48.407281+00:00,2026-07-25T20:18:49.856686+00:00,928,0,waived,entry,,,65cec7ec-1c61-4423-ac50-c2960aa7aea3
۶۲و۶۴۲-۱۷,waived,2026-07-25T04:50:46.319643+00:00,2026-07-25T20:18:49.856686+00:00,928,0,waived,entry,,,d596b1ad-cb25-4a48-a825-a7216468f787
۳۹ن۳۵۶-۱۷,waived,2026-07-25T04:50:35.094609+00:00,2026-07-25T12:37:22.249558+00:00,466,380000,waived,entry,exit,,36b327b0-fd3c-4708-807f-71534743b0de
